trajectory_id,pickup_venueCategory,pickup_name,pickup_category,dropoff_venueCategory,dropoff_name,dropoff_category,passenger_count,pickup_hour,dropoff_hour,pickup_week
3419,Food & Drink Shop,Party Party Carolina,Indian Restaurant,Electronics Store,Sofmap Akiba 1st Store (ソフマップAKIBA 1号店 サブカル・モバイル館),Retail,4,6,7,Friday
3420,Japanese Restaurant,みな美,Japanese Restaurant,Subway,Toyosu Station (豊洲駅),Metro Station,3,11,11,Friday
3421,Electronics Store,Apple Ginza (Apple 銀座),Landmarks and Outdoors,Miscellaneous Shop,,,3,5,6,Saturday
3422,Movie Theater,Shinjuku Wald 9 (新宿バルト9),Movie Theater,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,3,5,6,Monday
3423,Fast Food Restaurant,,,Chinese Restaurant,Chinese Cafe Eight (中国茶房8),Chinese Restaurant,3,5,5,Wednesday
3424,Office,Shiodome Media Tower (汐留メディアタワー),Office,Japanese Restaurant,Kaorihime (かおりひめ),Japanese Restaurant,1,2,3,Tuesday
3425,Art Museum,Ghibli Museum (三鷹の森ジブリ美術館),Museum,Art Museum,Ghibli Museum (三鷹の森ジブリ美術館),Museum,3,3,4,Sunday
3426,Ramen /  Noodle House,Ramen Jiro (ラーメン二郎 府中店),Ramen Restaurant,Train Station,Fuchūhommachi Station (府中本町駅),Rail Station,2,2,3,Thursday
3427,Train Station,Oji Station (王子駅),Rail Station,Chinese Restaurant,Gyoza Ohsho (餃子の王将),Chinese Restaurant,2,10,12,Wednesday
3428,Post Office,Shinjuku Post Office (新宿郵便局),Post Office,Subway,Higashi-nihombashi Station (A15) (東日本橋駅),Metro Station,1,10,10,Thursday
3429,Subway,Awajicho Station (M19) (淡路町駅),Metro Station,Bakery,Saint Germain Tendresse (サンジェルマン タンドレス),Bakery,2,4,5,Saturday
3430,Rest Area,,,Train Station,Nakano Station (中野駅),Rail Station,2,10,11,Friday
3431,Subway,Kagurazaka Station (T05) (神楽坂駅),Rail Station,Diner,幸せのはし,Chinese Restaurant,3,10,10,Friday
3432,Japanese Restaurant,せんねんそば中板橋店,Soba Restaurant,Donut Shop,Mister Donut (ミスタードーナツ),Dining and Drinking,2,3,5,Wednesday
3433,Hobby Shop,K-BOOKS コスプレ館,Costume Store,University,Toyo University Hakusan Campus (東洋大学 白山キャンパス),College and University,1,6,7,Tuesday
3434,Bar,,,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,3,9,10,Saturday
3435,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,Chinese Restaurant,食べ放題 中華料理  唐瓊家 秋葉原店,Chinese Restaurant,4,10,10,Sunday
3436,Medical Center,Saiseikai Yokohamashi Tobu Hospital (済生会横浜市東部病院),Hospital,Coffee Shop,Starbucks (スターバックス),Coffee Shop,3,23,1,Wednesday
3437,Mall,Tressa Yokohama (トレッサ横浜),Shopping Mall,BBQ Joint,焼肉 おくう トレッサ横浜店,BBQ Joint,1,9,10,Sunday
3438,College Academic Building,品川女子学院中等部・高等部,High School,Government Building,坂本龍馬像,Monument,3,3,4,Wednesday
3439,Train Station,Aomono-yokochō Station (KK04) (青物横丁駅),Rail Station,Government Building,坂本龍馬像,Monument,3,4,4,Wednesday
3440,Miscellaneous Shop,Hands (ハンズ),Grocery Store,Department Store,Mitsukoshi (銀座三越),Department Store,1,9,9,Monday
3441,Building,Marunouchi Park Building (丸の内パークビルディング),Business Center,Building,Marunouchi Building (丸の内ビルディング),Business Center,3,8,8,Thursday
3442,Gym / Fitness Center,ほっとプラザはるみ,Gym and Studio,Bridge,佃小橋,Bridge,1,3,4,Sunday
3443,Medical Center,青木クリニック,Health and Medicine,Deli / Bodega,味の王道,Bar,1,6,7,Thursday
3444,Arcade,Taito Station (タイトーステーション 新宿南口ゲームワールド店),Arcade,Department Store,Isetan Men's (伊勢丹メンズ館),Department Store,4,2,3,Saturday
3445,Department Store,Seibu-Shinjuku PePe (西武新宿ペペ),Shopping Mall,Music Venue,LIQUIDROOM,Night Club,2,9,9,Thursday
3446,Medical Center,白寿館,Medical Center,Electronics Store,Yodobashi Camera (ヨドバシカメラ 新宿西口本店),Computers and Electronics Retail,2,5,6,Thursday
3447,Electronics Store,Yodobashi Camera (ヨドバシカメラ 新宿西口本店),Computers and Electronics Retail,Train Station,Asagaya Station (阿佐ケ谷駅),Rail Station,3,10,11,Thursday
3448,Home (private),,,Convenience Store,FamilyMart (ファミリーマート 渋谷松濤一丁目店),Convenience Store,3,6,7,Saturday
3449,Train Station,Sugamo Station (巣鴨駅),Rail Station,Convenience Store,7-Eleven (セブンイレブン 板橋本町駅前店),Convenience Store,4,10,10,Wednesday
3450,Subway,Nogizaka Station (C05) (乃木坂駅),Rail Station,Tea Room,クーツグリーンティー東京ミッドタウン店,Coffee Shop,4,5,5,Friday
3451,Train Station,Hamamatsucho Station (浜松町駅),Rail Station,Airport,Terminal 2 (第2ターミナル),Airport Terminal,4,7,7,Saturday
3452,Government Building,Shinjuku Passport Center (東京都旅券課 (新宿パスポートセンター)),Government Building,Subway,Tochomae Station (E28) (都庁前駅),Rail Station,1,2,3,Wednesday
3453,Train Station,Umegaoka Station (OH09) (梅ヶ丘駅),Rail Station,Light Rail,Miyanosaka Station (SG07) (宮の坂駅),Rail Station,4,7,8,Saturday
3454,Japanese Restaurant,つきしま小町,"Cafe, Coffee, and Tea House",Bridge,Kachidoki Bridge (勝鬨橋),Landmarks and Outdoors,4,9,10,Sunday
3455,Post Office,Shinagawa Hiratsuka 1 Post Office (品川平塚一郵便局),Post Office,Park,Togoshi Park (戸越公園),Park,3,6,7,Monday
3456,Food & Drink Shop,Ito Yokado (イトーヨーカドー 川崎港町店),Grocery Store,Temple,自動車交通安全祈祷殿,Prayer Room,4,12,13,Saturday
3457,Temple,Kaminarimon Gate (雷門),Shrine,Arcade,GiGO (クラブセガ 新宿西口店),Arcade,1,9,11,Sunday
3458,Hardware Store,ホームセンターコーナン本羽田萩中店,Home Service,Department Store,マルエツ,Grocery Store,1,9,10,Monday
3459,Electronics Store,Yodobashi Camera (ヨドバシカメラ マルチメディア川崎ルフロン),Home Appliance Store,Train Station,,,3,8,9,Thursday
3460,Subway,Asakusa Line Mita Station (A08) (都営浅草線 三田駅),Metro Station,Plaza,SL Plaza (SL広場),Plaza,4,1,3,Tuesday
3461,Japanese Restaurant,Judaime Yazaemon (まぐろ問屋 十代目彌左ヱ門),Sushi Restaurant,Electronics Store,Bic Camera (ビックカメラ),Electronics Store,4,5,6,Sunday
3462,Road,,,University,University of Tokyo Komaba Campus (東京大学 駒場キャンパス),College and University,1,22,23,Saturday
3463,Temple,明顕山祐天寺,Buddhist Temple,Convenience Store,FamilyMart (ファミリーマート 目黒柿の木坂店),Convenience Store,4,7,8,Sunday
3464,Record Shop,TOWER RECORDS,Retail,Video Store,SHIBUYA TSUTAYA,Retail,4,2,2,Tuesday
3465,Italian Restaurant,スパゲティながい,Italian Restaurant,Italian Restaurant,スパゲティながい,Italian Restaurant,4,11,12,Tuesday
3466,Plaza,汐留シオサイト 地下歩道,Plaza,Coffee Shop,Doutor Coffee Shop (ドトールコーヒーショップ),Coffee Shop,2,23,23,Sunday
3467,Plaza,汐留シオサイト 地下歩道,Plaza,Convenience Store,Lawson (ローソン 勝どき二丁目店),Convenience Store,3,23,23,Tuesday
3468,General College & University,世田谷区立南桜丘保育園,Preschool,Office,EC studio 東京オフィス,Technology Business,2,22,23,Sunday
3469,General College & University,世田谷区立南桜丘保育園,Preschool,Office,EC studio 東京オフィス,Technology Business,3,22,23,Thursday
3470,Train Station,,,Government Building,Tokyo Tower (東京タワー),Structure,1,23,0,Friday
3471,Government Building,Tokyo Tower (東京タワー),Structure,Train Station,,,4,14,14,Monday
3472,Ramen /  Noodle House,Tsurukoshi (つるこし),Japanese Family Restaurant,Home (private),,,3,3,5,Saturday
3473,Italian Restaurant,Saizeriya (サイゼリヤ),Italian Restaurant,Japanese Restaurant,丸福,Soba Restaurant,2,10,10,Saturday
3474,Arcade,Game St. Tropez (サントロペ 池袋店),Arcade,Arcade,SEGA Ikebukuro GiGO (セガ池袋GiGO),Arcade,4,5,6,Saturday
3475,College Academic Building,電気通信大学生協 カフェテリア食堂,College Cafeteria,College Academic Building,A棟,College Academic Building,1,3,4,Monday
3476,Train Station,Sugamo Station (巣鴨駅),Rail Station,Train Station,Sugamo Station (巣鴨駅),Rail Station,3,6,7,Tuesday
3477,Train Station,Sugamo Station (巣鴨駅),Rail Station,Train Station,Sugamo Station (巣鴨駅),Rail Station,3,1,1,Saturday
3478,Miscellaneous Shop,TOKYO地域特産品売店,Restaurant,Travel & Transport,Gunma-chan's House (ぐんまちゃん家),Candy Store,3,3,4,Saturday
3479,Ramen /  Noodle House,Tsurumaru (つるまる饂飩),Udon Restaurant,Travel & Transport,Gunma-chan's House (ぐんまちゃん家),Candy Store,4,4,4,Saturday
3480,Mall,DiverCity Tokyo Plaza (ダイバーシティ東京 プラザ),Shopping Mall,Mall,Aqua City Odaiba (アクアシティお台場),Shopping Mall,2,7,8,Sunday
3481,Sculpture Garden,東京大学発祥の地碑,Monument,Train Station,Inokashira Line Shibuya Station (IN01) (京王井の頭線 渋谷駅),Rail Station,2,7,7,Monday
3482,Electronics Store,Apple Shibuya (Apple 渋谷),Electronics Store,College Academic Building,ティップネス 渋谷店 TIP.X TOKYO SHIBUYA,Gym and Studio,3,7,8,Sunday
3483,Electronics Store,Apple Ginza (Apple 銀座),Landmarks and Outdoors,Mobile Phone Shop,SoftBank (ソフトバンク 銀座),Mobile Phone Store,1,7,8,Saturday
3484,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,Subway,Akasaka Station (C06) (赤坂駅),Rail Station,1,8,9,Wednesday
3485,Subway,Yurakucho Line Yurakucho Station (Y18) (有楽町線 有楽町駅),Metro Station,Ramen /  Noodle House,名代後楽そば 有楽町駅店,Soba Restaurant,2,2,4,Wednesday
3486,Snack Place,Lucky Nugget Cafe (ラッキーナゲット・カフェ),Snack Place,Performing Arts Venue,Table Is Waiting (テーブル・イズ・ウェイティング),Performing Arts Venue,1,6,7,Wednesday
3487,Performing Arts Venue,Table Is Waiting (テーブル・イズ・ウェイティング),Performing Arts Venue,Building,,,2,7,9,Thursday
3488,Arcade,Silk Hat (シルクハット),Arcade,Arcade,Silk Hat (シルクハット),Arcade,3,6,7,Saturday
3489,Japanese Restaurant,鉄板焼・お好み焼き すずらん,Okonomiyaki Restaurant,Restaurant,Sutadonya (伝説のすた丼屋),Donburi Restaurant,2,3,4,Saturday
3490,Miscellaneous Shop,AssistOn (アシストオン 原宿店),Gift Store,Vegetarian / Vegan Restaurant,Yasaiya Mei (やさい家めい),Japanese Family Restaurant,2,6,7,Sunday
3491,Bar,bistro あわ,Cocktail Bar,Department Store,Printemps Ginza (プランタン銀座),Retail,3,6,7,Saturday
3492,Bar,Basic Bar bB,Bar,Café,JAMアキハバラ,Café,1,8,10,Saturday
3493,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Bar,Basic Bar bB,Bar,2,8,9,Sunday
3494,Mall,Shibuya Hikarie (渋谷ヒカリエ),Business Center,Music Venue,渋谷GUILTY,Rock Club,2,8,9,Saturday
3495,Office,SAFECAST JAPAN,Technology Business,Music Venue,渋谷GUILTY,Rock Club,3,8,9,Saturday
3496,Light Rail,Ariake Station (U12) (有明駅),Rail Station,Restaurant,Gusto (ガスト),Japanese Family Restaurant,1,10,11,Monday
3497,Coffee Shop,Segafredo Zanetti Espresso (Segafredo ZANETTI espresso 末広町),Coffee Shop,Indian Restaurant,Go Go Curry (ゴーゴーカレー),Japanese Curry Restaurant,2,9,10,Sunday
3498,Arcade,Hey - Hirose Entertainment Yard (Hey ヒロセエンターテイメントヤード),Arcade,Light Rail,Arakawa Yūenchimae Station (荒川遊園地前停留場),Tram Station,3,10,12,Saturday
3499,Japanese Restaurant,Gyu-Kaku (牛角),BBQ Joint,Bar,HUB,Pub,2,10,11,Sunday
3500,Diner,新宿ローズ邸,Diner,Furniture / Home Store,Francfranc 新宿サザンテラス店,Furniture and Home Store,4,8,9,Sunday
3501,Furniture / Home Store,Francfranc 新宿サザンテラス店,Furniture and Home Store,French Restaurant,LA TABLED' HEDIARD,French Restaurant,3,9,10,Sunday
3502,Convenience Store,FamilyMart (ファミリーマート 浦和仲町店),Convenience Store,Ramen /  Noodle House,Ramen Dai (らーめん大),Ramen Restaurant,1,0,2,Sunday
3503,Airport,Terminal 2 (第2ターミナル),Airport Terminal,Train Station,Hamamatsucho Station (浜松町駅),Rail Station,1,12,12,Friday
3504,Electronics Store,Bic Camera (ビックカメラ 有楽町店),Home Appliance Store,Thai Restaurant,Tinun (ティーヌン),Thai Restaurant,1,6,7,Saturday
3505,Train Station,Yurakucho Station (有楽町駅),Rail Station,Arcade,ジョイフルランド 用賀店,Arcade,1,9,11,Tuesday
3506,Convenience Store,7-Eleven (セブンイレブン 川口幸町店),Convenience Store,Train Station,Kawaguchi Station (川口駅),Rail Station,2,0,0,Tuesday
3507,Chinese Restaurant,桃花林日本橋室町賓館,Cantonese Restaurant,Department Store,SOGO (そごう 川口店),Department Store,2,7,8,Monday
3508,Japanese Restaurant,大戸屋ごはん処虎ノ門店,Japanese Family Restaurant,Café,カフェ・ド・クリエ南新宿店,Café,1,3,3,Friday
3509,University,Ikenohata Gate (池之端門),College and University,Park,Ueno Park (上野恩賜公園),Urban Park,1,7,8,Saturday
3510,Café,Doutor Coffee Shop (ドトールコーヒーショップ),Coffee Shop,Bar,アントニオ猪木酒場新宿店,Bar,1,8,9,Saturday
3511,Fast Food Restaurant,McDonald's (マクドナルド),Burger Joint,Electronics Store,Bic Camera (ビックカメラ 有楽町店),Home Appliance Store,2,5,5,Sunday
3512,Airport,Terminal 1 (第1ターミナル),Airport Terminal,Airport,,,1,5,6,Sunday
3513,Airport,Terminal 3 (第3ターミナル),Airport Terminal,Miscellaneous Shop,Daiso (ダイソー),Discount Store,1,6,8,Sunday
3514,Building,Omori Bellport (大森ベルポート),Business Center,Burger Joint,McDonald's (マクドナルド),Fast Food Restaurant,4,7,8,Tuesday
3515,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Japanese Restaurant,Sutadonya (伝説のすた丼屋),Donburi Restaurant,4,5,6,Monday
3516,Hobby Shop,Akihabara Gamers (AKIHABARAゲーマーズ),Hobby Store,Paper / Office Supplies Store,Shimojima (シモジマ 浅草橋本店),Paper Supplier,1,6,7,Sunday
3517,Hobby Shop,animate (アニメイト),Hobby Store,Electronics Store,JAN-GLE 3号店,Electronics Store,3,6,7,Sunday
3518,Mexican Restaurant,EL TORITO (エルトリート),Yoshoku Restaurant,Food & Drink Shop,AEON (イオン 葛西店),Grocery Store,1,8,8,Sunday
3519,Paper / Office Supplies Store,G.Itoya,Stationery Store,Subway,Tozai Line Nihombashi Station (T10) (東西線 日本橋駅),Metro Station,4,5,6,Saturday
3520,Clothing Store,Kamikaze Style (カミカゼスタイル 秋葉原店),Clothing Store,Bookstore,Shosen Book Tower (書泉ブックタワー),Bookstore,3,7,8,Sunday
3521,Bookstore,Shosen Book Tower (書泉ブックタワー),Bookstore,Restaurant,ジョナサン 神田須田町店,Restaurant,3,8,8,Sunday
3522,Office,Yurakucho Denki Building (有楽町電気ビルヂング),Office Building,Subway,Shibakoen Station (I05) (芝公園駅),Rail Station,1,3,3,Tuesday
3523,Coffee Shop,Starbucks (スターバックス),Coffee Shop,Train Station,Kinshichō Station (錦糸町駅),Rail Station,4,23,0,Saturday
3524,Electronics Store,TSUKUMO eX.,Electronics Store,Ramen /  Noodle House,刀削麺荘唐家,Szechuan Restaurant,4,10,11,Wednesday
3525,Train Station,Hirai Station (平井駅),Rail Station,Home (private),,,3,10,11,Friday
3526,Historic Site,浅野内匠頭終焉之地,Historic and Protected Site,Plaza,Ichigokan Square (一号館広場),Plaza,1,10,10,Monday
3527,Road,,,Historic Site,薩摩屋敷跡,Historic and Protected Site,2,22,23,Wednesday
3528,Subway,,,Art Gallery,TOTEM POLE PHOTO GALLERY,Art Gallery,2,6,7,Saturday
3529,Café,そら塾,Café,Convenience Store,Lawson (ローソン 千束四丁目店),Convenience Store,4,7,8,Monday
3530,Train Station,Keio Shinjuku Station (KO01) (京王 新宿駅),Rail Station,Post Office,Shinjuku Post Office (新宿郵便局),Post Office,2,7,8,Monday
3531,Bookstore,Mandarake Complex (まんだらけ コンプレックス),Retail,Department Store,,,4,10,12,Friday
3532,Ramen /  Noodle House,Oniyamma (おにやんま),Udon Restaurant,Moving Target,,,4,23,0,Sunday
3533,Train Station,Gotanda Station (五反田駅),Rail Station,Gym / Fitness Center,Tipness (ティップネス 下北沢),Yoga Studio,4,12,13,Wednesday
3534,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,Toy / Game Store,Craftsmanship Kotobukiya (コトブキヤ 秋葉原館),Toy Store,2,6,6,Saturday
3535,Arcade,Eternal Amusement Tower (エターナルアミューズメントタワー),Arcade,Toy / Game Store,Craftsmanship Kotobukiya (コトブキヤ 秋葉原館),Toy Store,4,6,6,Saturday
3536,Train Station,Musashi-Urawa Station (武蔵浦和駅),Rail Station,Train Station,Musashi-Urawa Station (武蔵浦和駅),Rail Station,3,9,10,Thursday
3537,Train Station,Oji Station (王子駅),Rail Station,Food & Drink Shop,Seijo Ishii (成城石井),Grocery Store,1,6,7,Sunday
3538,Bar,New Asakusa (ニュー浅草 本店),Sake Bar,Bar,Kamiya Bar (神谷バー),Beer Bar,1,9,11,Sunday
3539,Coffee Shop,Starbucks (スターバックス),Coffee Shop,Coffee Shop,Starbucks (スターバックス),Coffee Shop,4,12,13,Sunday
3540,Arts & Crafts Store,犬印鞄製作所雷門通り店,Retail,Coffee Shop,Starbucks (スターバックス),Coffee Shop,1,4,6,Sunday
3541,Subway,Oedo Line Morishita Station (E13) (都営大江戸線 森下駅),Metro Station,Coffee Shop,Tully's Coffee,Coffee Shop,2,4,4,Friday
3542,Train Station,Akabane Station (赤羽駅),Rail Station,Train Station,Akabane Station (赤羽駅),Rail Station,2,8,10,Thursday
3543,Train Station,Akabane Station (赤羽駅),Rail Station,Train Station,Akabane Station (赤羽駅),Rail Station,1,5,6,Saturday
3544,Office,ジブラルタ生命保険東京第1エリア 池袋第九支部,Business and Professional Services,Japanese Restaurant,Komoro Soba (小諸そば),Soba Restaurant,2,4,6,Monday
3545,Other Great Outdoors,柳瀬川桜並木,Other Great Outdoors,Electronics Store,Yamada Outlet (ヤマダアウトレット 新座店),Electronics Store,1,6,6,Sunday
3546,Train Station,Shin-Ōkubo Station (新大久保駅),Rail Station,Park,Yoyogi Park (代々木公園),Park,1,5,5,Saturday
3547,Train Station,JR Shinagawa Station (JR 品川駅),Rail Station,Coffee Shop,Starbucks (スターバックス),Coffee Shop,1,22,22,Thursday
3548,Office,Yurakucho Denki Building (有楽町電気ビルヂング),Office Building,Road,Sukiyabashi Intersection (数寄屋橋交差点),Travel and Transportation,4,10,11,Saturday
3549,Mall,Futako Tamagawa Rise Shopping Center (二子玉川ライズ ショッピングセンター),Shopping Mall,Food & Drink Shop,Tokyu Store (東急ストア),Grocery Store,1,8,9,Monday
3550,Arcade,Shinjuku Playland Carnival (新宿プレイランドカーニバル),Arcade,Bar,Sushi Izakaya Alps (すし居酒屋 アルプス),Sake Bar,4,10,10,Saturday
3551,Brewery,Koenji Bakushu Kobo (高円寺麦酒工房),Cocktail Bar,Train Station,Kōenji Station (高円寺駅),Rail Station,1,6,8,Saturday
3552,Ramen /  Noodle House,つるまるうどん恵比寿店,Noodle Restaurant,Road,本村橋交差点,Travel and Transportation,1,10,11,Wednesday
3553,Food & Drink Shop,Daiei (ダイエー 向ヶ丘店),Grocery Store,Drugstore / Pharmacy,クリエイトS・D川崎宿河原店,Drugstore,1,6,7,Sunday
3554,Bridge,Suidobashi Bridge (水道橋),Bridge,Convenience Store,NEWDAYS 秋葉原,Convenience Store,2,2,3,Saturday
3555,Subway,Korakuen Station (後楽園駅),Rail Station,Park,Tokyo Dome City (東京ドームシティ),Shopping Mall,4,12,13,Wednesday
3556,Bookstore,Comic Toranoana A (コミックとらのあな 秋葉原店A),Comic Book Store,Subway,Suehirocho Station (G14) (末広町駅),Metro Station,4,11,13,Sunday
3557,Subway,Suehirocho Station (G14) (末広町駅),Metro Station,Bookstore,Shosen Book Tower (書泉ブックタワー),Bookstore,1,5,7,Friday
3558,Arcade,Eternal Amusement Tower (エターナルアミューズメントタワー),Arcade,Japanese Restaurant,昭和食堂秋葉原店,Ramen Restaurant,1,1,2,Saturday
3559,Arcade,Adores Shibuya (アドアーズ 渋谷店),Arcade,Restaurant,Yanbaru (やんばる),Bar,2,5,5,Saturday
3560,Bridge,小関橋,Bridge,Road,,,2,10,12,Monday
3561,Train Station,Gotanda Station (五反田駅),Rail Station,Road,,,2,9,11,Friday
3562,Convenience Store,7-Eleven (セブンイレブン),Convenience Store,Beer Garden,,,4,6,8,Saturday
3563,Train Station,Tsunashima Station (TY14) (綱島駅),Rail Station,Train Station,Tsunashima Station (TY14) (綱島駅),Rail Station,4,13,13,Thursday
3564,Chinese Restaurant,美食彩館,Chinese Restaurant,General Entertainment,Korakuen Hall (後楽園ホール),Theater,4,7,8,Friday
3565,Electronics Store,Bic Camera (ビックカメラ 渋谷東口店),Home Appliance Store,Music Venue,Shibuya CLUB QUATTRO (渋谷CLUB QUATTRO),Rock Club,1,8,8,Monday
3566,Food & Drink Shop,Seijo Ishii (成城石井),Grocery Store,Road,北千束五差路交差点,Intersection,4,4,6,Tuesday
3567,Road,大岡山小前交差点,Intersection,Government Building,Samezu Driver's License Center (鮫洲運転免許試験場),Government Building,3,1,2,Friday
3568,Convenience Store,7-Eleven (セブンイレブン 品川天王洲店),Convenience Store,Ramen /  Noodle House,Mugimaru (麦まる),Udon Restaurant,3,3,5,Tuesday
3569,Hotel,Capsule Value Kanda (カプセルバリュー神田),Lodging,Hotel,Capsule Value Kanda (カプセルバリュー神田),Lodging,2,5,5,Monday
3570,Train Station,Kichijōji Station (吉祥寺駅),Rail Station,Bus Station,Kichijoji Sta. (South Exit) Bus Stop (吉祥寺駅(南口)バス停),Bus Stop,4,9,10,Thursday
3571,Bus Station,武蔵野市役所前バス停,Bus Stop,Bookstore,ルーエ,Bookstore,3,8,10,Monday
3572,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,Train Station,Hiyoshi Station (日吉駅),Rail Station,2,14,15,Monday
3573,Building,Sanno Park Tower (山王パークタワー),Business Center,Train Station,Hiyoshi Station (日吉駅),Rail Station,4,14,15,Tuesday
3574,Train Station,Yaesu South Exit (八重洲南口),Rail Station,Gift Shop,Capybara-san Kyurutto Shop (カピバラさんキュルッとショップ),Hobby Store,1,7,8,Saturday
3575,Bookstore,Junkudo (ジュンク堂書店),Bookstore,Bus Station,Kichijoji Sta. (South Exit) Bus Stop (吉祥寺駅(南口)バス停),Bus Stop,3,7,8,Saturday
3576,Subway,Iwamotocho Station (S08) (岩本町駅),Rail Station,Electronics Store,Bic Camera (ビックカメラ),Electronics Store,1,6,6,Saturday
3577,Subway,Iwamotocho Station (S08) (岩本町駅),Rail Station,Home (private),,,4,10,12,Thursday
3578,Food & Drink Shop,7-Eleven (セブンイレブン 台東谷中7丁目店),Convenience Store,Fast Food Restaurant,McDonald's (マクドナルド),Burger Joint,3,4,5,Sunday
3579,Train Station,JR Ochanomizu Station (JR 御茶ノ水駅),Rail Station,University,Nihon University College of Economics (日本大学経済学部),College and University,4,3,3,Sunday
3580,Subway,Ginza Line Asakusa Station (G19) (銀座線 浅草駅),Metro Station,Bookstore,COMIC ZIN,Comic Book Store,1,5,6,Friday
3581,Electronics Store,Dospara (ドスパラ 秋葉原別館),Electronics Store,Paper / Office Supplies Store,フクヤ神田小川町店,Stationery Store,3,9,10,Sunday
3582,Train Station,Ōmori Station (大森駅),Rail Station,Salon / Barbershop,buzz Hair Island (バズ ヘアー アイランド),Health and Beauty Service,1,3,4,Sunday
3583,Subway,,,Train Station,Ōmorimachi Station (KK09) (大森町駅),Real Estate Service,4,9,9,Wednesday
3584,Library,目黒区立緑が丘図書館,Library,Train Station,Jiyūgaoka Station (自由が丘駅),Rail Station,4,6,7,Friday
3585,School,公文式,Tutoring Service,Government Building,Statue of Omura Masujiro (大村益次郎銅像),Monument,1,10,11,Tuesday
3586,Building,Sunshine City (サンシャインシティ),Shopping Mall,Bowling Alley,Round1 (ラウンドワン 池袋店),Arcade,3,6,6,Friday
3587,Electronics Store,Yamada Denki LABI 1 (ヤマダデンキ LABI1 LIFE SELECT 池袋),Home Appliance Store,Building,Sunshine City (サンシャインシティ),Shopping Mall,1,7,8,Saturday
3588,Food & Drink Shop,Ito Yokado (イトーヨーカドー 綱島店),Grocery Store,Japanese Restaurant,駒八目黒さんまセンター,Bar,4,6,7,Saturday
3589,Convenience Store,Lawson (ローソン 草加柳島町店),Convenience Store,Convenience Store,Lawson (ローソン 台東根岸店),Convenience Store,1,14,16,Monday
3590,Train Station,Ueno Station (上野駅),Rail Station,Train Station,JR Shinagawa Station (JR 品川駅),Rail Station,4,14,14,Monday
3591,Nursery School,まほうの保育園,Nursery School,Bridge,祝田橋,Landmarks and Outdoors,1,23,0,Thursday
3592,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,Convenience Store,7-Eleven (セブンイレブン),Convenience Store,3,2,3,Sunday
3593,Subway,Iwamotocho Station (S08) (岩本町駅),Rail Station,Electronics Store,Sofmap Akiba 1st Store (ソフマップAKIBA 1号店 サブカル・モバイル館),Retail,3,3,4,Sunday
3594,Chinese Restaurant,舞香,Chinese Restaurant,Factory,東京二十三区清掃一部事務組合清掃工場渋谷清掃工場,Government Department,1,3,4,Tuesday
3595,Shop & Service,OMEGA ALGEA (オメガ アルゲア),Café,Shop & Service,OMEGA ALGEA (オメガ アルゲア),Café,1,8,10,Sunday
3596,Mall,Lazona Kawasaki Plaza (ラゾーナ川崎プラザ),Shopping Mall,Mall,Lazona Kawasaki Plaza (ラゾーナ川崎プラザ),Shopping Mall,3,4,4,Monday
3597,Mall,Lazona Kawasaki Plaza (ラゾーナ川崎プラザ),Shopping Mall,Electronics Store,Bic Camera (ビックカメラ),Home Appliance Store,4,4,5,Monday
3598,Chinese Restaurant,長崎飯園,Chinese Restaurant,Ramen /  Noodle House,Kokuwagata (こくわがた),Udon Restaurant,3,9,10,Thursday
3599,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Fast Food Restaurant,マクドナルド,Burger Joint,4,11,12,Friday
3600,Furniture / Home Store,ミーレ・センター 表参道,Furniture and Home Store,Paper / Office Supplies Store,Takeo (竹尾 青山見本帖),Office Supply Store,1,6,7,Monday
3601,Subway,Omote-sando Station (表参道駅),Rail Station,Furniture / Home Store,ミーレ・センター 表参道,Furniture and Home Store,1,5,6,Monday
3602,Coffee Shop,CAFÉ de CRIÉ,Café,Building,PASONA SQUARE (パソナスクエア),Business Center,4,7,7,Wednesday
3603,Ramen /  Noodle House,Musashiya (武蔵家),Ramen Restaurant,Church,Holy Resurrection Cathedral (東京復活大聖堂 (ニコライ堂)),Church,1,3,3,Monday
3604,Light Rail,Tokyo Big Sight Station (U11) (東京ビッグサイト駅),Rail Station,Train Station,Tokyo Teleport Station (R04) (東京テレポート駅),Rail Station,4,8,10,Saturday
3605,Building,Shinjuku Center Building (新宿センタービル),Business Center,Building,Shinjuku Center Building (新宿センタービル),Business Center,2,10,10,Sunday
3606,Café,ピアリア(Piaria) Sweets & Bakery Cafe,Café,Park,Tom Sawyer Island (トムソーヤ島),Amusement Park,3,3,3,Sunday
